<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.04	07:14:00	1.05703	1.05703	1.05695	1.05698	36	0	5
2023.01.04	07:15:00	1.05698	1.05715	1.05698	1.05711	61	0	5
2023.01.04	07:16:00	1.05712	1.05720	1.05704	1.05718	48	0	5
2023.01.04	07:17:00	1.05717	1.05717	1.05710	1.05715	43	0	5
2023.01.04	07:18:00	1.05715	1.05716	1.05702	1.05704	45	0	5
2023.01.04	07:19:00	1.05704	1.05704	1.05696	1.05698	55	0	5
2023.01.04	07:20:00	1.05697	1.05700	1.05685	1.05692	37	0	5
2023.01.04	07:21:00	1.05692	1.05693	1.05687	1.05687	16	0	5
2023.01.04	07:22:00	1.05687	1.05695	1.05683	1.05686	31	0	5
2023.01.04	07:23:00	1.05685	1.05687	1.05671	1.05671	23	0	5
2023.01.04	07:24:00	1.05672	1.05676	1.05669	1.05672	28	0	5
2023.01.04	07:25:00	1.05672	1.05675	1.05661	1.05675	33	0	5
2023.01.04	07:26:00	1.05675	1.05681	1.05671	1.05676	41	0	5
2023.01.04	07:27:00	1.05676	1.05680	1.05670	1.05677	33	0	5
2023.01.04	07:28:00	1.05676	1.05684	1.05669	1.05680	35	0	5
2023.01.04	07:29:00	1.05680	1.05685	1.05674	1.05683	42	0	5
2023.01.04	07:30:00	1.05684	1.05691	1.05662	1.05665	93	0	5
2023.01.04	07:31:00	1.05665	1.05679	1.05665	1.05676	59	0	5
2023.01.04	07:32:00	1.05677	1.05677	1.05668	1.05668	43	0	5
2023.01.04	07:33:00	1.05667	1.05683	1.05666	1.05677	38	0	5
2023.01.04	07:34:00	1.05678	1.05678	1.05664	1.05670	32	0	5
2023.01.04	07:35:00	1.05670	1.05679	1.05669	1.05677	31	0	5
2023.01.04	07:36:00	1.05677	1.05679	1.05672	1.05674	26	0	5
2023.01.04	07:37:00	1.05674	1.05679	1.05674	1.05674	20	0	5
2023.01.04	07:38:00	1.05674	1.05683	1.05671	1.05680	46	0	5
2023.01.04	07:39:00	1.05680	1.05681	1.05669	1.05672	25	0	5
2023.01.04	07:40:00	1.05673	1.05674	1.05668	1.05674	26	0	5
2023.01.04	07:41:00	1.05673	1.05673	1.05643	1.05656	47	0	5
2023.01.04	07:42:00	1.05656	1.05676	1.05656	1.05676	42	0	5
2023.01.04	07:43:00	1.05676	1.05686	1.05674	1.05676	25	0	5
2023.01.04	07:44:00	1.05680	1.05686	1.05677	1.05681	22	0	5
2023.01.04	07:45:00	1.05681	1.05686	1.05664	1.05664	30	0	5
2023.01.04	07:46:00	1.05666	1.05674	1.05665	1.05673	23	0	5
2023.01.04	07:47:00	1.05672	1.05676	1.05672	1.05676	19	0	5
2023.01.04	07:48:00	1.05676	1.05692	1.05674	1.05686	41	0	5
2023.01.04	07:49:00	1.05685	1.05707	1.05685	1.05703	46	0	5
2023.01.04	07:50:00	1.05702	1.05703	1.05684	1.05687	50	0	5
2023.01.04	07:51:00	1.05688	1.05688	1.05682	1.05685	24	0	5
2023.01.04	07:52:00	1.05686	1.05687	1.05683	1.05684	18	0	5
2023.01.04	07:53:00	1.05684	1.05688	1.05683	1.05687	26	0	5
2023.01.04	07:54:00	1.05683	1.05687	1.05671	1.05671	36	0	5
2023.01.04	07:55:00	1.05669	1.05692	1.05669	1.05687	44	0	5
2023.01.04	07:56:00	1.05688	1.05706	1.05687	1.05704	48	0	5
2023.01.04	07:57:00	1.05703	1.05708	1.05691	1.05691	33	0	5
2023.01.04	07:58:00	1.05692	1.05695	1.05686	1.05691	57	0	5
2023.01.04	07:59:00	1.05690	1.05696	1.05687	1.05689	36	0	5
2023.01.04	08:00:00	1.05689	1.05710	1.05689	1.05705	57	0	5
2023.01.04	08:01:00	1.05706	1.05707	1.05697	1.05703	44	0	5
2023.01.04	08:02:00	1.05703	1.05706	1.05682	1.05683	52	0	5
2023.01.04	08:03:00	1.05685	1.05685	1.05660	1.05664	39	0	5
2023.01.04	08:04:00	1.05665	1.05671	1.05663	1.05670	31	0	5
2023.01.04	08:05:00	1.05671	1.05684	1.05668	1.05683	36	0	5
2023.01.04	08:06:00	1.05683	1.05692	1.05675	1.05689	45	0	5
2023.01.04	08:07:00	1.05690	1.05717	1.05688	1.05708	71	0	5
2023.01.04	08:08:00	1.05707	1.05718	1.05706	1.05713	46	0	5
2023.01.04	08:09:00	1.05709	1.05710	1.05699	1.05703	52	0	5
2023.01.04	08:10:00	1.05703	1.05707	1.05694	1.05696	52	0	5
2023.01.04	08:11:00	1.05695	1.05702	1.05691	1.05699	42	0	5
2023.01.04	08:12:00	1.05699	1.05704	1.05691	1.05693	29	0	5
2023.01.04	08:13:00	1.05691	1.05723	1.05687	1.05720	71	0	5
2023.01.04	08:14:00	1.05721	1.05732	1.05721	1.05724	52	0	5
2023.01.04	08:15:00	1.05726	1.05730	1.05706	1.05716	63	0	5
2023.01.04	08:16:00	1.05716	1.05717	1.05702	1.05704	28	0	5
2023.01.04	08:17:00	1.05703	1.05726	1.05703	1.05715	29	0	5
2023.01.04	08:18:00	1.05716	1.05732	1.05716	1.05730	36	0	5
2023.01.04	08:19:00	1.05727	1.05727	1.05715	1.05716	44	0	5
2023.01.04	08:20:00	1.05715	1.05736	1.05713	1.05731	55	0	5
2023.01.04	08:21:00	1.05732	1.05732	1.05710	1.05715	33	0	5
2023.01.04	08:22:00	1.05715	1.05733	1.05715	1.05732	54	0	5
2023.01.04	08:23:00	1.05731	1.05739	1.05731	1.05737	39	0	5
2023.01.04	08:24:00	1.05735	1.05743	1.05730	1.05738	32	0	5
2023.01.04	08:25:00	1.05737	1.05747	1.05736	1.05747	29	0	5
2023.01.04	08:26:00	1.05747	1.05747	1.05741	1.05741	51	0	5
2023.01.04	08:27:00	1.05740	1.05742	1.05731	1.05731	27	0	5
2023.01.04	08:28:00	1.05732	1.05733	1.05728	1.05728	32	0	5
2023.01.04	08:29:00	1.05727	1.05733	1.05726	1.05731	30	0	5
2023.01.04	08:30:00	1.05731	1.05732	1.05702	1.05704	48	0	5
2023.01.04	08:31:00	1.05704	1.05707	1.05688	1.05688	40	0	5
2023.01.04	08:32:00	1.05688	1.05702	1.05687	1.05701	35	0	5
2023.01.04	08:33:00	1.05702	1.05707	1.05698	1.05701	75	0	5
2023.01.04	08:34:00	1.05703	1.05713	1.05699	1.05702	49	0	5
2023.01.04	08:35:00	1.05699	1.05707	1.05697	1.05707	55	0	5
2023.01.04	08:36:00	1.05706	1.05707	1.05684	1.05684	43	0	5
2023.01.04	08:37:00	1.05684	1.05688	1.05673	1.05674	60	0	5
2023.01.04	08:38:00	1.05673	1.05681	1.05668	1.05670	60	0	5
2023.01.04	08:39:00	1.05669	1.05676	1.05645	1.05650	70	0	5
2023.01.04	08:40:00	1.05644	1.05644	1.05602	1.05606	75	0	5
2023.01.04	08:41:00	1.05606	1.05609	1.05593	1.05597	49	0	5
2023.01.04	08:42:00	1.05598	1.05611	1.05598	1.05605	61	0	5
2023.01.04	08:43:00	1.05605	1.05634	1.05605	1.05632	63	0	5
2023.01.04	08:44:00	1.05632	1.05648	1.05632	1.05646	44	0	5
2023.01.04	08:45:00	1.05646	1.05665	1.05646	1.05655	66	0	5
2023.01.04	08:46:00	1.05656	1.05673	1.05655	1.05664	44	0	5
2023.01.04	08:47:00	1.05664	1.05671	1.05657	1.05657	31	0	5
2023.01.04	08:48:00	1.05659	1.05680	1.05657	1.05676	26	0	5
2023.01.04	08:49:00	1.05676	1.05679	1.05665	1.05668	34	0	5
2023.01.04	08:50:00	1.05666	1.05683	1.05661	1.05681	58	0	5
2023.01.04	08:51:00	1.05682	1.05682	1.05660	1.05660	49	0	5
2023.01.04	08:52:00	1.05659	1.05675	1.05649	1.05651	79	0	5
2023.01.04	08:53:00	1.05653	1.05664	1.05650	1.05650	38	0	5
2023.01.04	08:54:00	1.05650	1.05657	1.05642	1.05642	24	0	5
2023.01.04	08:55:00	1.05642	1.05684	1.05642	1.05684	49	0	5
2023.01.04	08:56:00	1.05684	1.05714	1.05684	1.05713	54	0	5
2023.01.04	08:57:00	1.05713	1.05730	1.05712	1.05730	67	0	5
2023.01.04	08:58:00	1.05729	1.05729	1.05705	1.05708	51	0	5
2023.01.04	08:59:00	1.05709	1.05709	1.05696	1.05699	56	0	5
2023.01.04	09:00:00	1.05689	1.05709	1.05672	1.05705	142	0	5
2023.01.04	09:01:00	1.05705	1.05719	1.05671	1.05679	107	0	5
2023.01.04	09:02:00	1.05677	1.05702	1.05674	1.05676	104	0	5
2023.01.04	09:03:00	1.05676	1.05701	1.05668	1.05688	109	0	5
2023.01.04	09:04:00	1.05689	1.05714	1.05674	1.05705	109	0	5
2023.01.04	09:05:00	1.05706	1.05743	1.05703	1.05740	124	0	5
2023.01.04	09:06:00	1.05741	1.05761	1.05736	1.05759	98	0	5
2023.01.04	09:07:00	1.05758	1.05774	1.05754	1.05772	122	0	5
2023.01.04	09:08:00	1.05773	1.05785	1.05759	1.05770	120	0	5
2023.01.04	09:09:00	1.05770	1.05789	1.05770	1.05781	105	0	5
2023.01.04	09:10:00	1.05782	1.05782	1.05764	1.05780	109	0	5
2023.01.04	09:11:00	1.05780	1.05807	1.05768	1.05768	113	0	5
2023.01.04	09:12:00	1.05769	1.05787	1.05763	1.05776	61	0	5
2023.01.04	09:13:00	1.05776	1.05778	1.05762	1.05769	49	0	5
2023.01.04	09:14:00	1.05770	1.05775	1.05769	1.05770	49	0	5
2023.01.04	09:15:00	1.05770	1.05817	1.05762	1.05808	100	0	5
2023.01.04	09:16:00	1.05806	1.05808	1.05778	1.05782	64	0	5
2023.01.04	09:17:00	1.05783	1.05785	1.05772	1.05778	59	0	5
2023.01.04	09:18:00	1.05777	1.05779	1.05751	1.05754	55	0	5
2023.01.04	09:19:00	1.05755	1.05772	1.05745	1.05760	63	0	5
2023.01.04	09:20:00	1.05758	1.05776	1.05758	1.05765	52	0	5
2023.01.04	09:21:00	1.05764	1.05787	1.05763	1.05779	67	0	5
2023.01.04	09:22:00	1.05779	1.05793	1.05773	1.05784	53	0	5
2023.01.04	09:23:00	1.05780	1.05789	1.05772	1.05784	75	0	5
2023.01.04	09:24:00	1.05784	1.05808	1.05770	1.05806	104	0	5
2023.01.04	09:25:00	1.05806	1.05845	1.05806	1.05844	96	0	5
2023.01.04	09:26:00	1.05845	1.05860	1.05832	1.05849	108	0	5
2023.01.04	09:27:00	1.05850	1.05855	1.05837	1.05845	82	0	5
2023.01.04	09:28:00	1.05843	1.05846	1.05837	1.05838	32	0	5
2023.01.04	09:29:00	1.05838	1.05858	1.05832	1.05844	66	0	5
2023.01.04	09:30:00	1.05844	1.05868	1.05842	1.05851	100	0	5
2023.01.04	09:31:00	1.05853	1.05872	1.05851	1.05863	61	0	5
2023.01.04	09:32:00	1.05864	1.05893	1.05864	1.05893	76	0	5
2023.01.04	09:33:00	1.05893	1.05893	1.05859	1.05866	60	0	5
2023.01.04	09:34:00	1.05866	1.05893	1.05861	1.05877	101	0	5
2023.01.04	09:35:00	1.05875	1.05894	1.05874	1.05894	95	0	5
2023.01.04	09:36:00	1.05894	1.05897	1.05884	1.05895	120	0	5
2023.01.04	09:37:00	1.05896	1.05931	1.05895	1.05910	110	0	5
2023.01.04	09:38:00	1.05910	1.05936	1.05909	1.05929	95	0	5
2023.01.04	09:39:00	1.05928	1.05935	1.05917	1.05917	67	0	5
2023.01.04	09:40:00	1.05917	1.05930	1.05915	1.05925	57	0	5
2023.01.04	09:41:00	1.05925	1.05955	1.05914	1.05953	74	0	5
2023.01.04	09:42:00	1.05951	1.05963	1.05941	1.05951	98	0	5
2023.01.04	09:43:00	1.05951	1.05976	1.05942	1.05973	126	0	5
2023.01.04	09:44:00	1.05971	1.06054	1.05970	1.06040	199	0	5
2023.01.04	09:45:00	1.06045	1.06049	1.05938	1.05945	291	0	5
2023.01.04	09:46:00	1.05946	1.05978	1.05930	1.05937	211	0	5
2023.01.04	09:47:00	1.05937	1.05965	1.05937	1.05957	154	0	5
2023.01.04	09:48:00	1.05957	1.05963	1.05925	1.05935	100	0	5
2023.01.04	09:49:00	1.05933	1.05952	1.05925	1.05949	140	0	5
2023.01.04	09:50:00	1.05949	1.05968	1.05888	1.05888	167	0	5
2023.01.04	09:51:00	1.05886	1.05907	1.05877	1.05906	164	0	5
2023.01.04	09:52:00	1.05906	1.05923	1.05884	1.05884	152	0	5
2023.01.04	09:53:00	1.05884	1.05928	1.05880	1.05926	128	0	5
2023.01.04	09:54:00	1.05926	1.05955	1.05923	1.05954	93	0	5
2023.01.04	09:55:00	1.05955	1.05968	1.05947	1.05968	96	0	5
2023.01.04	09:56:00	1.05967	1.06009	1.05964	1.05975	129	0	5
2023.01.04	09:57:00	1.05975	1.05992	1.05965	1.05976	110	0	5
2023.01.04	09:58:00	1.05975	1.05976	1.05932	1.05948	129	0	5
2023.01.04	09:59:00	1.05945	1.05973	1.05931	1.05934	117	0	5
2023.01.04	10:00:00	1.05934	1.05947	1.05899	1.05912	223	0	5
2023.01.04	10:01:00	1.05911	1.05971	1.05911	1.05968	135	0	5
2023.01.04	10:02:00	1.05968	1.06033	1.05962	1.05991	171	0	5
2023.01.04	10:03:00	1.05991	1.05996	1.05943	1.05950	191	0	5
2023.01.04	10:04:00	1.05957	1.06037	1.05955	1.06026	179	0	5
2023.01.04	10:05:00	1.06026	1.06028	1.05979	1.06012	157	0	5
2023.01.04	10:06:00	1.06011	1.06092	1.06005	1.06064	180	0	5
2023.01.04	10:07:00	1.06063	1.06143	1.06063	1.06113	182	0	5
2023.01.04	10:08:00	1.06113	1.06145	1.06104	1.06135	142	0	5
2023.01.04	10:09:00	1.06134	1.06163	1.06133	1.06155	159	0	5
2023.01.04	10:10:00	1.06153	1.06153	1.06103	1.06123	200	0	5
2023.01.04	10:11:00	1.06122	1.06137	1.06092	1.06133	208	0	5
2023.01.04	10:12:00	1.06133	1.06165	1.06133	1.06149	187	0	5
2023.01.04	10:13:00	1.06150	1.06230	1.06150	1.06224	206	0	5
2023.01.04	10:14:00	1.06224	1.06274	1.06222	1.06263	228	0	5
2023.01.04	10:15:00	1.06262	1.06296	1.06253	1.06265	220	0	5
2023.01.04	10:16:00	1.06264	1.06294	1.06254	1.06284	207	0	5
2023.01.04	10:17:00	1.06286	1.06304	1.06247	1.06247	196	0	5
2023.01.04	10:18:00	1.06246	1.06265	1.06199	1.06218	212	0	5
2023.01.04	10:19:00	1.06217	1.06229	1.06175	1.06175	165	0	5
2023.01.04	10:20:00	1.06175	1.06194	1.06153	1.06191	201	0	5
2023.01.04	10:21:00	1.06191	1.06212	1.06173	1.06211	180	0	5
2023.01.04	10:22:00	1.06212	1.06296	1.06211	1.06286	196	0	5
2023.01.04	10:23:00	1.06286	1.06287	1.06227	1.06232	186	0	5
2023.01.04	10:24:00	1.06232	1.06273	1.06201	1.06218	228	0	5
2023.01.04	10:25:00	1.06217	1.06222	1.06159	1.06167	173	0	5
2023.01.04	10:26:00	1.06170	1.06194	1.06150	1.06185	168	0	5
2023.01.04	10:27:00	1.06185	1.06192	1.06175	1.06181	95	0	5
2023.01.04	10:28:00	1.06180	1.06199	1.06162	1.06170	146	0	5
2023.01.04	10:29:00	1.06168	1.06219	1.06160	1.06214	132	0	5
2023.01.04	10:30:00	1.06214	1.06301	1.06214	1.06301	262	0	5
2023.01.04	10:31:00	1.06303	1.06353	1.06266	1.06273	227	0	5
2023.01.04	10:32:00	1.06274	1.06293	1.06226	1.06262	229	0	5
2023.01.04	10:33:00	1.06263	1.06299	1.06176	1.06183	258	0	5
2023.01.04	10:34:00	1.06182	1.06244	1.06161	1.06224	180	0	5
2023.01.04	10:35:00	1.06228	1.06261	1.06215	1.06229	163	0	5
2023.01.04	10:36:00	1.06227	1.06227	1.06187	1.06208	147	0	5
2023.01.04	10:37:00	1.06208	1.06240	1.06190	1.06194	137	0	5
2023.01.04	10:38:00	1.06194	1.06194	1.06146	1.06160	163	0	5
2023.01.04	10:39:00	1.06160	1.06194	1.06157	1.06164	175	0	5
2023.01.04	10:40:00	1.06165	1.06191	1.06164	1.06179	154	0	5
2023.01.04	10:41:00	1.06177	1.06177	1.06153	1.06155	130	0	5
2023.01.04	10:42:00	1.06152	1.06156	1.06096	1.06103	175	0	5
2023.01.04	10:43:00	1.06103	1.06120	1.06100	1.06108	158	0	5
2023.01.04	10:44:00	1.06107	1.06110	1.06092	1.06095	149	0	5
2023.01.04	10:45:00	1.06095	1.06117	1.06089	1.06089	201	0	5
2023.01.04	10:46:00	1.06090	1.06114	1.06078	1.06094	168	0	5
2023.01.04	10:47:00	1.06091	1.06129	1.06085	1.06121	154	0	5
2023.01.04	10:48:00	1.06121	1.06157	1.06113	1.06137	126	0	5
2023.01.04	10:49:00	1.06136	1.06138	1.06102	1.06110	122	0	5
2023.01.04	10:50:00	1.06109	1.06172	1.06109	1.06167	217	0	5
2023.01.04	10:51:00	1.06167	1.06172	1.06154	1.06165	100	0	5
2023.01.04	10:52:00	1.06166	1.06174	1.06126	1.06172	119	0	5
2023.01.04	10:53:00	1.06174	1.06237	1.06172	1.06223	128	0	5
2023.01.04	10:54:00	1.06217	1.06242	1.06196	1.06225	136	0	5
2023.01.04	10:55:00	1.06225	1.06243	1.06209	1.06227	150	0	5
2023.01.04	10:56:00	1.06226	1.06239	1.06205	1.06237	147	0	5
2023.01.04	10:57:00	1.06237	1.06237	1.06188	1.06214	130	0	5
2023.01.04	10:58:00	1.06215	1.06225	1.06183	1.06194	152	0	5
2023.01.04	10:59:00	1.06193	1.06206	1.06142	1.06155	160	0	5
2023.01.04	11:00:00	1.06151	1.06169	1.06121	1.06132	169	0	5
2023.01.04	11:01:00	1.06131	1.06134	1.06078	1.06106	156	0	5
2023.01.04	11:02:00	1.06106	1.06120	1.06088	1.06118	119	0	5
2023.01.04	11:03:00	1.06118	1.06138	1.06098	1.06129	160	0	5
2023.01.04	11:04:00	1.06130	1.06136	1.06112	1.06131	140	0	5
2023.01.04	11:05:00	1.06131	1.06160	1.06120	1.06126	141	0	5
2023.01.04	11:06:00	1.06126	1.06128	1.06065	1.06065	139	0	5
2023.01.04	11:07:00	1.06066	1.06088	1.06066	1.06076	110	0	5
2023.01.04	11:08:00	1.06078	1.06089	1.06074	1.06087	98	0	5
2023.01.04	11:09:00	1.06087	1.06105	1.06066	1.06067	116	0	5
2023.01.04	11:10:00	1.06067	1.06093	1.06052	1.06088	139	0	5
2023.01.04	11:11:00	1.06088	1.06093	1.06075	1.06076	85	0	5
2023.01.04	11:12:00	1.06075	1.06084	1.06065	1.06075	120	0	5
2023.01.04	11:13:00	1.06074	1.06104	1.06070	1.06075	152	0	5
2023.01.04	11:14:00	1.06075	1.06103	1.06065	1.06097	115	0	5
2023.01.04	11:15:00	1.06097	1.06162	1.06096	1.06160	141	0	5
2023.01.04	11:16:00	1.06161	1.06179	1.06157	1.06166	123	0	5
2023.01.04	11:17:00	1.06166	1.06195	1.06166	1.06191	61	0	5
2023.01.04	11:18:00	1.06189	1.06189	1.06159	1.06175	70	0	5
2023.01.04	11:19:00	1.06175	1.06196	1.06175	1.06185	93	0	5
2023.01.04	11:20:00	1.06185	1.06193	1.06182	1.06187	90	0	5
2023.01.04	11:21:00	1.06185	1.06231	1.06168	1.06227	107	0	5
2023.01.04	11:22:00	1.06230	1.06261	1.06230	1.06242	139	0	5
2023.01.04	11:23:00	1.06243	1.06246	1.06206	1.06212	104	0	5
2023.01.04	11:24:00	1.06209	1.06215	1.06202	1.06213	97	0	5
2023.01.04	11:25:00	1.06213	1.06225	1.06193	1.06212	97	0	5
2023.01.04	11:26:00	1.06212	1.06212	1.06182	1.06185	63	0	5
2023.01.04	11:27:00	1.06187	1.06231	1.06181	1.06230	59	0	5
2023.01.04	11:28:00	1.06233	1.06233	1.06217	1.06227	67	0	5
2023.01.04	11:29:00	1.06229	1.06252	1.06229	1.06252	69	0	5
2023.01.04	11:30:00	1.06252	1.06294	1.06250	1.06288	96	0	5
2023.01.04	11:31:00	1.06288	1.06292	1.06275	1.06278	82	0	5
2023.01.04	11:32:00	1.06279	1.06294	1.06263	1.06292	91	0	5
2023.01.04	11:33:00	1.06292	1.06296	1.06266	1.06268	103	0	5
2023.01.04	11:34:00	1.06268	1.06295	1.06248	1.06249	142	0	5
2023.01.04	11:35:00	1.06250	1.06251	1.06205	1.06206	96	0	5
2023.01.04	11:36:00	1.06205	1.06222	1.06199	1.06206	115	0	5
2023.01.04	11:37:00	1.06209	1.06227	1.06201	1.06224	81	0	5
2023.01.04	11:38:00	1.06224	1.06233	1.06213	1.06224	89	0	5
2023.01.04	11:39:00	1.06225	1.06234	1.06200	1.06233	105	0	5
2023.01.04	11:40:00	1.06232	1.06233	1.06214	1.06231	65	0	5
2023.01.04	11:41:00	1.06232	1.06235	1.06171	1.06185	83	0	5
2023.01.04	11:42:00	1.06185	1.06189	1.06165	1.06166	88	0	5
2023.01.04	11:43:00	1.06166	1.06191	1.06158	1.06185	106	0	5
2023.01.04	11:44:00	1.06185	1.06186	1.06140	1.06144	80	0	5
2023.01.04	11:45:00	1.06144	1.06165	1.06130	1.06133	101	0	5
2023.01.04	11:46:00	1.06131	1.06175	1.06129	1.06174	82	0	5
2023.01.04	11:47:00	1.06174	1.06191	1.06152	1.06171	92	0	5
2023.01.04	11:48:00	1.06171	1.06181	1.06165	1.06179	52	0	5
2023.01.04	11:49:00	1.06180	1.06207	1.06180	1.06185	54	0	5
2023.01.04	11:50:00	1.06185	1.06207	1.06185	1.06206	38	0	5
2023.01.04	11:51:00	1.06207	1.06211	1.06200	1.06206	48	0	5
2023.01.04	11:52:00	1.06205	1.06217	1.06200	1.06216	46	0	5
2023.01.04	11:53:00	1.06212	1.06212	1.06182	1.06184	45	0	5
2023.01.04	11:54:00	1.06182	1.06189	1.06168	1.06187	44	0	5
2023.01.04	11:55:00	1.06190	1.06192	1.06177	1.06180	46	0	5
2023.01.04	11:56:00	1.06179	1.06179	1.06150	1.06162	71	0	5
2023.01.04	11:57:00	1.06162	1.06179	1.06125	1.06126	77	0	5
2023.01.04	11:58:00	1.06125	1.06145	1.06114	1.06115	98	0	5
2023.01.04	11:59:00	1.06115	1.06134	1.06105	1.06105	84	0	5
2023.01.04	12:00:00	1.06106	1.06131	1.06104	1.06122	93	0	5
2023.01.04	12:01:00	1.06123	1.06126	1.06112	1.06121	75	0	5
2023.01.04	12:02:00	1.06120	1.06125	1.06097	1.06113	79	0	5
2023.01.04	12:03:00	1.06113	1.06115	1.06082	1.06113	100	0	5
2023.01.04	12:04:00	1.06112	1.06120	1.06106	1.06115	59	0	5
2023.01.04	12:05:00	1.06115	1.06122	1.06099	1.06109	53	0	5
2023.01.04	12:06:00	1.06108	1.06115	1.06094	1.06098	55	0	5
2023.01.04	12:07:00	1.06098	1.06106	1.06097	1.06102	45	0	5
2023.01.04	12:08:00	1.06102	1.06102	1.06094	1.06094	25	0	5
2023.01.04	12:09:00	1.06095	1.06124	1.06094	1.06124	48	0	5
2023.01.04	12:10:00	1.06123	1.06137	1.06123	1.06128	79	0	5
2023.01.04	12:11:00	1.06128	1.06147	1.06128	1.06145	41	0	5
2023.01.04	12:12:00	1.06144	1.06159	1.06142	1.06156	54	0	5
2023.01.04	12:13:00	1.06155	1.06155	1.06144	1.06154	51	0	5
2023.01.04	12:14:00	1.06153	1.06156	1.06143	1.06151	31	0	5
2023.01.04	12:15:00	1.06152	1.06156	1.06134	1.06150	66	0	5
2023.01.04	12:16:00	1.06151	1.06195	1.06147	1.06194	76	0	5
2023.01.04	12:17:00	1.06193	1.06195	1.06162	1.06168	66	0	5
2023.01.04	12:18:00	1.06168	1.06171	1.06124	1.06127	80	0	5
2023.01.04	12:19:00	1.06128	1.06148	1.06128	1.06141	62	0	5
2023.01.04	12:20:00	1.06142	1.06142	1.06124	1.06141	38	0	5
2023.01.04	12:21:00	1.06140	1.06140	1.06114	1.06139	62	0	5
2023.01.04	12:22:00	1.06139	1.06163	1.06135	1.06162	41	0	5
2023.01.04	12:23:00	1.06161	1.06161	1.06129	1.06132	33	0	5
2023.01.04	12:24:00	1.06132	1.06134	1.06116	1.06118	23	0	5
2023.01.04	12:25:00	1.06118	1.06124	1.06112	1.06118	56	0	5
2023.01.04	12:26:00	1.06117	1.06126	1.06106	1.06126	83	0	5
2023.01.04	12:27:00	1.06128	1.06152	1.06128	1.06145	55	0	5
2023.01.04	12:28:00	1.06145	1.06152	1.06135	1.06152	85	0	5
2023.01.04	12:29:00	1.06151	1.06155	1.06140	1.06144	92	0	5
2023.01.04	12:30:00	1.06144	1.06165	1.06144	1.06165	80	0	5
2023.01.04	12:31:00	1.06164	1.06166	1.06150	1.06156	58	0	5
2023.01.04	12:32:00	1.06154	1.06196	1.06151	1.06187	72	0	5
2023.01.04	12:33:00	1.06188	1.06192	1.06178	1.06189	48	0	5
2023.01.04	12:34:00	1.06188	1.06200	1.06185	1.06186	70	0	5
2023.01.04	12:35:00	1.06184	1.06200	1.06177	1.06181	60	0	5
2023.01.04	12:36:00	1.06181	1.06200	1.06172	1.06189	90	0	5
2023.01.04	12:37:00	1.06189	1.06201	1.06184	1.06196	43	0	5
2023.01.04	12:38:00	1.06195	1.06200	1.06190	1.06191	28	0	5
2023.01.04	12:39:00	1.06191	1.06196	1.06160	1.06162	78	0	5
2023.01.04	12:40:00	1.06163	1.06170	1.06150	1.06150	69	0	5
2023.01.04	12:41:00	1.06150	1.06171	1.06149	1.06170	54	0	5
2023.01.04	12:42:00	1.06169	1.06170	1.06146	1.06164	32	0	5
2023.01.04	12:43:00	1.06164	1.06167	1.06151	1.06159	66	0	5
2023.01.04	12:44:00	1.06160	1.06172	1.06158	1.06169	68	0	5
2023.01.04	12:45:00	1.06170	1.06218	1.06170	1.06215	87	0	5
2023.01.04	12:46:00	1.06215	1.06216	1.06202	1.06210	76	0	5
2023.01.04	12:47:00	1.06210	1.06217	1.06202	1.06213	56	0	5
2023.01.04	12:48:00	1.06212	1.06216	1.06208	1.06210	67	0	5
2023.01.04	12:49:00	1.06209	1.06226	1.06199	1.06226	62	0	5
2023.01.04	12:50:00	1.06227	1.06227	1.06198	1.06199	89	0	5
2023.01.04	12:51:00	1.06201	1.06207	1.06199	1.06201	73	0	5
2023.01.04	12:52:00	1.06201	1.06201	1.06173	1.06174	77	0	5
2023.01.04	12:53:00	1.06174	1.06207	1.06174	1.06203	89	0	5
2023.01.04	12:54:00	1.06203	1.06208	1.06159	1.06159	81	0	5
2023.01.04	12:55:00	1.06160	1.06192	1.06160	1.06183	84	0	5
2023.01.04	12:56:00	1.06183	1.06193	1.06178	1.06187	47	0	5
2023.01.04	12:57:00	1.06187	1.06202	1.06184	1.06197	64	0	5
2023.01.04	12:58:00	1.06197	1.06199	1.06186	1.06197	44	0	5
2023.01.04	12:59:00	1.06197	1.06206	1.06194	1.06205	54	0	5
2023.01.04	13:00:00	1.06203	1.06209	1.06192	1.06206	66	0	5
2023.01.04	13:01:00	1.06205	1.06206	1.06176	1.06190	73	0	5
2023.01.04	13:02:00	1.06190	1.06207	1.06189	1.06200	81	0	5
2023.01.04	13:03:00	1.06199	1.06202	1.06192	1.06202	46	0	5
2023.01.04	13:04:00	1.06202	1.06207	1.06200	1.06202	28	0	5
2023.01.04	13:05:00	1.06203	1.06208	1.06192	1.06207	62	0	5
2023.01.04	13:06:00	1.06207	1.06221	1.06207	1.06208	63	0	5
2023.01.04	13:07:00	1.06207	1.06211	1.06172	1.06173	59	0	5
2023.01.04	13:08:00	1.06172	1.06204	1.06172	1.06203	43	0	5
2023.01.04	13:09:00	1.06203	1.06204	1.06185	1.06197	45	0	5
2023.01.04	13:10:00	1.06197	1.06199	1.06175	1.06175	44	0	5
