<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.11	11:16:00	1.07361	1.07374	1.07350	1.07373	88	0	5
2023.01.11	11:17:00	1.07372	1.07397	1.07365	1.07386	100	0	5
2023.01.11	11:18:00	1.07387	1.07445	1.07386	1.07440	108	0	5
2023.01.11	11:19:00	1.07441	1.07456	1.07436	1.07446	110	0	5
2023.01.11	11:20:00	1.07447	1.07455	1.07432	1.07440	78	0	5
2023.01.11	11:21:00	1.07440	1.07449	1.07426	1.07439	83	0	5
2023.01.11	11:22:00	1.07439	1.07468	1.07439	1.07450	103	0	5
2023.01.11	11:23:00	1.07449	1.07458	1.07445	1.07455	75	0	5
2023.01.11	11:24:00	1.07454	1.07456	1.07448	1.07453	55	0	5
2023.01.11	11:25:00	1.07454	1.07458	1.07439	1.07448	53	0	5
2023.01.11	11:26:00	1.07446	1.07448	1.07437	1.07439	51	0	5
2023.01.11	11:27:00	1.07439	1.07464	1.07439	1.07459	55	0	5
2023.01.11	11:28:00	1.07459	1.07466	1.07448	1.07461	55	0	5
2023.01.11	11:29:00	1.07461	1.07469	1.07454	1.07460	66	0	5
2023.01.11	11:30:00	1.07461	1.07472	1.07459	1.07464	53	0	5
2023.01.11	11:31:00	1.07464	1.07479	1.07459	1.07463	61	0	5
2023.01.11	11:32:00	1.07463	1.07478	1.07463	1.07471	36	0	5
2023.01.11	11:33:00	1.07470	1.07474	1.07455	1.07464	66	0	5
2023.01.11	11:34:00	1.07465	1.07468	1.07448	1.07453	55	0	5
2023.01.11	11:35:00	1.07453	1.07463	1.07449	1.07459	47	0	5
2023.01.11	11:36:00	1.07459	1.07470	1.07454	1.07469	75	0	5
2023.01.11	11:37:00	1.07466	1.07468	1.07448	1.07454	72	0	5
2023.01.11	11:38:00	1.07456	1.07456	1.07441	1.07445	34	0	5
2023.01.11	11:39:00	1.07446	1.07454	1.07433	1.07448	60	0	5
2023.01.11	11:40:00	1.07449	1.07455	1.07431	1.07451	51	0	5
2023.01.11	11:41:00	1.07451	1.07455	1.07438	1.07448	52	0	5
2023.01.11	11:42:00	1.07449	1.07452	1.07442	1.07448	43	0	5
2023.01.11	11:43:00	1.07448	1.07459	1.07445	1.07448	53	0	5
2023.01.11	11:44:00	1.07448	1.07459	1.07435	1.07439	54	0	5
2023.01.11	11:45:00	1.07439	1.07454	1.07439	1.07449	54	0	5
2023.01.11	11:46:00	1.07450	1.07452	1.07436	1.07443	54	0	5
2023.01.11	11:47:00	1.07441	1.07445	1.07433	1.07439	41	0	5
2023.01.11	11:48:00	1.07438	1.07451	1.07435	1.07438	59	0	5
2023.01.11	11:49:00	1.07438	1.07438	1.07417	1.07423	81	0	5
2023.01.11	11:50:00	1.07423	1.07425	1.07397	1.07402	95	0	5
2023.01.11	11:51:00	1.07403	1.07424	1.07403	1.07422	65	0	5
2023.01.11	11:52:00	1.07422	1.07437	1.07422	1.07434	38	0	5
2023.01.11	11:53:00	1.07433	1.07439	1.07427	1.07428	32	0	5
2023.01.11	11:54:00	1.07425	1.07425	1.07416	1.07420	51	0	5
2023.01.11	11:55:00	1.07419	1.07420	1.07412	1.07418	35	0	5
2023.01.11	11:56:00	1.07418	1.07418	1.07411	1.07417	35	0	5
2023.01.11	11:57:00	1.07418	1.07432	1.07417	1.07428	45	0	5
2023.01.11	11:58:00	1.07427	1.07427	1.07415	1.07423	34	0	5
2023.01.11	11:59:00	1.07422	1.07422	1.07406	1.07413	61	0	5
2023.01.11	12:00:00	1.07414	1.07417	1.07408	1.07414	40	0	5
2023.01.11	12:01:00	1.07413	1.07419	1.07399	1.07407	61	0	5
2023.01.11	12:02:00	1.07409	1.07413	1.07397	1.07411	79	0	5
2023.01.11	12:03:00	1.07411	1.07438	1.07411	1.07436	48	0	5
2023.01.11	12:04:00	1.07435	1.07444	1.07430	1.07434	71	0	5
2023.01.11	12:05:00	1.07435	1.07458	1.07434	1.07448	62	0	5
2023.01.11	12:06:00	1.07448	1.07448	1.07437	1.07437	41	0	5
2023.01.11	12:07:00	1.07437	1.07444	1.07431	1.07439	47	0	5
2023.01.11	12:08:00	1.07440	1.07462	1.07438	1.07452	69	0	5
2023.01.11	12:09:00	1.07453	1.07453	1.07427	1.07437	99	0	5
2023.01.11	12:10:00	1.07438	1.07462	1.07427	1.07458	67	0	5
2023.01.11	12:11:00	1.07458	1.07488	1.07458	1.07484	113	0	5
2023.01.11	12:12:00	1.07485	1.07486	1.07452	1.07453	104	0	5
2023.01.11	12:13:00	1.07453	1.07458	1.07444	1.07444	44	0	5
2023.01.11	12:14:00	1.07445	1.07445	1.07429	1.07433	63	0	5
2023.01.11	12:15:00	1.07432	1.07460	1.07431	1.07452	66	0	5
2023.01.11	12:16:00	1.07453	1.07458	1.07432	1.07433	80	0	5
2023.01.11	12:17:00	1.07433	1.07451	1.07431	1.07435	54	0	5
2023.01.11	12:18:00	1.07435	1.07443	1.07435	1.07439	25	0	5
2023.01.11	12:19:00	1.07436	1.07448	1.07436	1.07445	23	0	5
2023.01.11	12:20:00	1.07445	1.07446	1.07433	1.07444	33	0	5
2023.01.11	12:21:00	1.07444	1.07456	1.07443	1.07443	30	0	5
2023.01.11	12:22:00	1.07438	1.07438	1.07418	1.07419	37	0	5
2023.01.11	12:23:00	1.07418	1.07421	1.07412	1.07414	30	0	5
2023.01.11	12:24:00	1.07415	1.07416	1.07410	1.07413	29	0	5
2023.01.11	12:25:00	1.07414	1.07419	1.07406	1.07418	49	0	5
2023.01.11	12:26:00	1.07419	1.07433	1.07414	1.07433	33	0	5
2023.01.11	12:27:00	1.07432	1.07440	1.07431	1.07439	30	0	5
2023.01.11	12:28:00	1.07439	1.07444	1.07426	1.07439	55	0	5
2023.01.11	12:29:00	1.07438	1.07446	1.07433	1.07433	45	0	5
2023.01.11	12:30:00	1.07431	1.07446	1.07428	1.07438	55	0	5
2023.01.11	12:31:00	1.07437	1.07438	1.07431	1.07436	38	0	5
2023.01.11	12:32:00	1.07436	1.07442	1.07424	1.07428	52	0	5
2023.01.11	12:33:00	1.07429	1.07435	1.07424	1.07434	56	0	5
2023.01.11	12:34:00	1.07433	1.07438	1.07429	1.07429	43	0	5
2023.01.11	12:35:00	1.07429	1.07438	1.07429	1.07438	36	0	5
2023.01.11	12:36:00	1.07438	1.07451	1.07438	1.07449	56	0	5
2023.01.11	12:37:00	1.07450	1.07454	1.07443	1.07448	63	0	5
2023.01.11	12:38:00	1.07447	1.07448	1.07434	1.07438	63	0	5
2023.01.11	12:39:00	1.07436	1.07436	1.07427	1.07430	50	0	5
2023.01.11	12:40:00	1.07431	1.07432	1.07419	1.07424	57	0	5
2023.01.11	12:41:00	1.07424	1.07425	1.07416	1.07420	58	0	5
2023.01.11	12:42:00	1.07422	1.07432	1.07422	1.07429	42	0	5
2023.01.11	12:43:00	1.07429	1.07445	1.07429	1.07445	39	0	5
2023.01.11	12:44:00	1.07444	1.07459	1.07444	1.07449	67	0	5
2023.01.11	12:45:00	1.07449	1.07458	1.07448	1.07455	25	0	5
2023.01.11	12:46:00	1.07454	1.07459	1.07452	1.07458	32	0	5
2023.01.11	12:47:00	1.07458	1.07472	1.07458	1.07469	37	0	5
2023.01.11	12:48:00	1.07469	1.07487	1.07469	1.07487	27	0	5
2023.01.11	12:49:00	1.07487	1.07497	1.07483	1.07495	63	0	5
2023.01.11	12:50:00	1.07495	1.07501	1.07483	1.07498	53	0	5
2023.01.11	12:51:00	1.07498	1.07498	1.07484	1.07496	35	0	5
2023.01.11	12:52:00	1.07495	1.07499	1.07483	1.07492	53	0	5
2023.01.11	12:53:00	1.07491	1.07497	1.07485	1.07495	38	0	5
2023.01.11	12:54:00	1.07494	1.07495	1.07485	1.07489	28	0	5
2023.01.11	12:55:00	1.07489	1.07493	1.07483	1.07491	30	0	5
2023.01.11	12:56:00	1.07489	1.07493	1.07485	1.07490	33	0	5
2023.01.11	12:57:00	1.07490	1.07508	1.07490	1.07500	50	0	5
2023.01.11	12:58:00	1.07499	1.07504	1.07492	1.07501	65	0	5
2023.01.11	12:59:00	1.07501	1.07505	1.07485	1.07489	60	0	5
2023.01.11	13:00:00	1.07489	1.07491	1.07476	1.07481	59	0	5
2023.01.11	13:01:00	1.07482	1.07486	1.07475	1.07476	93	0	5
2023.01.11	13:02:00	1.07476	1.07482	1.07463	1.07473	86	0	5
2023.01.11	13:03:00	1.07473	1.07486	1.07470	1.07486	65	0	5
2023.01.11	13:04:00	1.07486	1.07486	1.07473	1.07474	41	0	5
2023.01.11	13:05:00	1.07474	1.07484	1.07468	1.07468	41	0	5
2023.01.11	13:06:00	1.07469	1.07476	1.07458	1.07474	49	0	5
2023.01.11	13:07:00	1.07475	1.07481	1.07469	1.07480	29	0	5
2023.01.11	13:08:00	1.07481	1.07496	1.07481	1.07491	32	0	5
2023.01.11	13:09:00	1.07490	1.07491	1.07474	1.07474	41	0	5
2023.01.11	13:10:00	1.07476	1.07488	1.07475	1.07484	53	0	5
2023.01.11	13:11:00	1.07482	1.07496	1.07482	1.07496	55	0	5
2023.01.11	13:12:00	1.07497	1.07521	1.07496	1.07507	70	0	5
2023.01.11	13:13:00	1.07508	1.07508	1.07482	1.07483	75	0	5
2023.01.11	13:14:00	1.07479	1.07489	1.07469	1.07479	56	0	5
2023.01.11	13:15:00	1.07479	1.07482	1.07464	1.07469	53	0	5
2023.01.11	13:16:00	1.07468	1.07469	1.07447	1.07448	41	0	5
2023.01.11	13:17:00	1.07449	1.07476	1.07447	1.07475	48	0	5
2023.01.11	13:18:00	1.07476	1.07484	1.07469	1.07476	43	0	5
2023.01.11	13:19:00	1.07476	1.07481	1.07466	1.07471	27	0	5
2023.01.11	13:20:00	1.07471	1.07490	1.07471	1.07486	61	0	5
2023.01.11	13:21:00	1.07486	1.07486	1.07472	1.07477	50	0	5
2023.01.11	13:22:00	1.07479	1.07494	1.07478	1.07484	44	0	5
2023.01.11	13:23:00	1.07484	1.07503	1.07480	1.07502	58	0	5
2023.01.11	13:24:00	1.07502	1.07502	1.07459	1.07459	94	0	5
2023.01.11	13:25:00	1.07462	1.07486	1.07451	1.07463	78	0	5
2023.01.11	13:26:00	1.07464	1.07464	1.07439	1.07445	42	0	5
2023.01.11	13:27:00	1.07448	1.07458	1.07433	1.07448	39	0	5
2023.01.11	13:28:00	1.07448	1.07448	1.07434	1.07435	35	0	5
2023.01.11	13:29:00	1.07438	1.07449	1.07433	1.07446	49	0	5
2023.01.11	13:30:00	1.07445	1.07456	1.07443	1.07455	37	0	5
2023.01.11	13:31:00	1.07456	1.07471	1.07453	1.07455	79	0	5
2023.01.11	13:32:00	1.07455	1.07461	1.07444	1.07444	32	0	5
2023.01.11	13:33:00	1.07442	1.07446	1.07437	1.07437	35	0	5
2023.01.11	13:34:00	1.07439	1.07446	1.07434	1.07445	41	0	5
2023.01.11	13:35:00	1.07445	1.07470	1.07445	1.07470	60	0	5
2023.01.11	13:36:00	1.07470	1.07478	1.07461	1.07466	104	0	5
2023.01.11	13:37:00	1.07466	1.07472	1.07465	1.07469	44	0	5
2023.01.11	13:38:00	1.07469	1.07475	1.07465	1.07475	22	0	5
2023.01.11	13:39:00	1.07474	1.07479	1.07465	1.07475	39	0	5
2023.01.11	13:40:00	1.07475	1.07508	1.07475	1.07507	57	0	5
2023.01.11	13:41:00	1.07507	1.07521	1.07506	1.07515	59	0	5
2023.01.11	13:42:00	1.07513	1.07516	1.07497	1.07502	55	0	5
2023.01.11	13:43:00	1.07503	1.07512	1.07491	1.07503	74	0	5
2023.01.11	13:44:00	1.07503	1.07529	1.07503	1.07524	91	0	5
2023.01.11	13:45:00	1.07525	1.07540	1.07522	1.07529	98	0	5
2023.01.11	13:46:00	1.07530	1.07530	1.07515	1.07518	62	0	5
2023.01.11	13:47:00	1.07517	1.07525	1.07506	1.07508	63	0	5
2023.01.11	13:48:00	1.07507	1.07509	1.07493	1.07506	54	0	5
2023.01.11	13:49:00	1.07507	1.07516	1.07498	1.07515	113	0	5
2023.01.11	13:50:00	1.07515	1.07544	1.07515	1.07533	117	0	5
2023.01.11	13:51:00	1.07534	1.07549	1.07533	1.07538	73	0	5
2023.01.11	13:52:00	1.07538	1.07541	1.07529	1.07535	58	0	5
2023.01.11	13:53:00	1.07536	1.07549	1.07530	1.07547	79	0	5
2023.01.11	13:54:00	1.07548	1.07549	1.07522	1.07525	99	0	5
2023.01.11	13:55:00	1.07525	1.07525	1.07502	1.07503	71	0	5
2023.01.11	13:56:00	1.07504	1.07504	1.07461	1.07467	91	0	5
2023.01.11	13:57:00	1.07464	1.07470	1.07459	1.07466	70	0	5
2023.01.11	13:58:00	1.07469	1.07478	1.07466	1.07466	54	0	5
2023.01.11	13:59:00	1.07465	1.07484	1.07464	1.07481	79	0	5
2023.01.11	14:00:00	1.07481	1.07485	1.07454	1.07455	48	0	5
2023.01.11	14:01:00	1.07455	1.07466	1.07447	1.07450	58	0	5
2023.01.11	14:02:00	1.07451	1.07452	1.07432	1.07439	73	0	5
2023.01.11	14:03:00	1.07438	1.07442	1.07429	1.07438	58	0	5
2023.01.11	14:04:00	1.07439	1.07443	1.07433	1.07440	40	0	5
2023.01.11	14:05:00	1.07440	1.07445	1.07429	1.07434	86	0	5
2023.01.11	14:06:00	1.07434	1.07434	1.07420	1.07429	60	0	5
2023.01.11	14:07:00	1.07430	1.07434	1.07416	1.07434	77	0	5
2023.01.11	14:08:00	1.07434	1.07445	1.07430	1.07440	53	0	5
2023.01.11	14:09:00	1.07440	1.07441	1.07430	1.07430	32	0	5
2023.01.11	14:10:00	1.07430	1.07449	1.07429	1.07446	40	0	5
2023.01.11	14:11:00	1.07445	1.07449	1.07410	1.07411	77	0	5
2023.01.11	14:12:00	1.07411	1.07412	1.07396	1.07405	99	0	5
2023.01.11	14:13:00	1.07405	1.07409	1.07376	1.07378	91	0	5
2023.01.11	14:14:00	1.07380	1.07383	1.07353	1.07364	94	0	5
2023.01.11	14:15:00	1.07364	1.07367	1.07346	1.07347	69	0	5
2023.01.11	14:16:00	1.07346	1.07346	1.07327	1.07337	88	0	5
2023.01.11	14:17:00	1.07335	1.07340	1.07317	1.07322	61	0	5
2023.01.11	14:18:00	1.07321	1.07327	1.07286	1.07300	114	0	5
2023.01.11	14:19:00	1.07301	1.07305	1.07281	1.07293	78	0	5
2023.01.11	14:20:00	1.07294	1.07296	1.07277	1.07285	69	0	5
2023.01.11	14:21:00	1.07280	1.07296	1.07278	1.07294	78	0	5
2023.01.11	14:22:00	1.07294	1.07298	1.07280	1.07291	57	0	5
2023.01.11	14:23:00	1.07292	1.07335	1.07291	1.07332	77	0	5
2023.01.11	14:24:00	1.07331	1.07351	1.07329	1.07348	43	0	5
2023.01.11	14:25:00	1.07347	1.07357	1.07342	1.07349	81	0	5
2023.01.11	14:26:00	1.07351	1.07357	1.07332	1.07334	79	0	5
2023.01.11	14:27:00	1.07334	1.07339	1.07323	1.07324	49	0	5
2023.01.11	14:28:00	1.07324	1.07332	1.07312	1.07319	51	0	5
2023.01.11	14:29:00	1.07315	1.07320	1.07309	1.07318	52	0	5
2023.01.11	14:30:00	1.07318	1.07341	1.07304	1.07338	60	0	5
2023.01.11	14:31:00	1.07335	1.07336	1.07319	1.07331	58	0	5
2023.01.11	14:32:00	1.07332	1.07333	1.07323	1.07330	83	0	5
2023.01.11	14:33:00	1.07330	1.07364	1.07330	1.07362	95	0	5
2023.01.11	14:34:00	1.07359	1.07368	1.07346	1.07357	99	0	5
2023.01.11	14:35:00	1.07356	1.07367	1.07356	1.07362	55	0	5
2023.01.11	14:36:00	1.07361	1.07366	1.07350	1.07359	64	0	5
2023.01.11	14:37:00	1.07359	1.07366	1.07355	1.07359	44	0	5
2023.01.11	14:38:00	1.07359	1.07366	1.07343	1.07346	70	0	5
2023.01.11	14:39:00	1.07346	1.07355	1.07333	1.07350	62	0	5
2023.01.11	14:40:00	1.07352	1.07358	1.07344	1.07345	56	0	5
2023.01.11	14:41:00	1.07348	1.07349	1.07332	1.07336	35	0	5
2023.01.11	14:42:00	1.07335	1.07337	1.07316	1.07334	60	0	5
2023.01.11	14:43:00	1.07333	1.07334	1.07313	1.07329	44	0	5
2023.01.11	14:44:00	1.07329	1.07345	1.07329	1.07345	39	0	5
2023.01.11	14:45:00	1.07345	1.07350	1.07339	1.07343	67	0	5
2023.01.11	14:46:00	1.07341	1.07349	1.07339	1.07345	40	0	5
2023.01.11	14:47:00	1.07345	1.07349	1.07317	1.07325	68	0	5
2023.01.11	14:48:00	1.07325	1.07366	1.07325	1.07366	65	0	5
2023.01.11	14:49:00	1.07363	1.07377	1.07357	1.07361	74	0	5
2023.01.11	14:50:00	1.07360	1.07360	1.07334	1.07341	51	0	5
2023.01.11	14:51:00	1.07341	1.07365	1.07337	1.07356	85	0	5
2023.01.11	14:52:00	1.07357	1.07362	1.07339	1.07339	52	0	5
2023.01.11	14:53:00	1.07339	1.07351	1.07335	1.07350	48	0	5
2023.01.11	14:54:00	1.07351	1.07365	1.07351	1.07355	59	0	5
2023.01.11	14:55:00	1.07356	1.07377	1.07351	1.07376	85	0	5
2023.01.11	14:56:00	1.07376	1.07391	1.07367	1.07384	70	0	5
2023.01.11	14:57:00	1.07382	1.07405	1.07373	1.07403	94	0	5
2023.01.11	14:58:00	1.07402	1.07404	1.07387	1.07392	78	0	5
2023.01.11	14:59:00	1.07391	1.07409	1.07389	1.07405	64	0	5
2023.01.11	15:00:00	1.07404	1.07411	1.07392	1.07399	101	0	5
2023.01.11	15:01:00	1.07399	1.07421	1.07393	1.07416	75	0	5
2023.01.11	15:02:00	1.07416	1.07425	1.07409	1.07415	98	0	5
2023.01.11	15:03:00	1.07414	1.07428	1.07405	1.07428	39	0	5
2023.01.11	15:04:00	1.07428	1.07428	1.07410	1.07412	49	0	5
2023.01.11	15:05:00	1.07412	1.07422	1.07400	1.07405	60	0	5
2023.01.11	15:06:00	1.07406	1.07416	1.07404	1.07410	31	0	5
2023.01.11	15:07:00	1.07409	1.07409	1.07390	1.07396	59	0	5
2023.01.11	15:08:00	1.07396	1.07407	1.07391	1.07407	36	0	5
2023.01.11	15:09:00	1.07406	1.07444	1.07406	1.07436	80	0	5
2023.01.11	15:10:00	1.07435	1.07449	1.07420	1.07446	69	0	5
2023.01.11	15:11:00	1.07446	1.07457	1.07442	1.07449	54	0	5
2023.01.11	15:12:00	1.07449	1.07461	1.07445	1.07451	53	0	5
2023.01.11	15:13:00	1.07451	1.07456	1.07447	1.07455	49	0	5
2023.01.11	15:14:00	1.07455	1.07472	1.07450	1.07466	69	0	5
2023.01.11	15:15:00	1.07465	1.07469	1.07455	1.07455	46	0	5
2023.01.11	15:16:00	1.07455	1.07473	1.07451	1.07467	70	0	5
2023.01.11	15:17:00	1.07467	1.07468	1.07438	1.07438	62	0	5
2023.01.11	15:18:00	1.07439	1.07451	1.07427	1.07451	57	0	5
2023.01.11	15:19:00	1.07451	1.07464	1.07450	1.07463	54	0	5
2023.01.11	15:20:00	1.07462	1.07475	1.07457	1.07459	64	0	5
2023.01.11	15:21:00	1.07460	1.07500	1.07460	1.07497	69	0	5
2023.01.11	15:22:00	1.07496	1.07501	1.07478	1.07498	79	0	5
2023.01.11	15:23:00	1.07498	1.07503	1.07490	1.07491	70	0	5
2023.01.11	15:24:00	1.07492	1.07499	1.07477	1.07498	64	0	5
2023.01.11	15:25:00	1.07498	1.07505	1.07484	1.07486	70	0	5
2023.01.11	15:26:00	1.07487	1.07495	1.07480	1.07481	72	0	5
2023.01.11	15:27:00	1.07484	1.07487	1.07471	1.07473	77	0	5
2023.01.11	15:28:00	1.07475	1.07483	1.07472	1.07476	60	0	5
2023.01.11	15:29:00	1.07476	1.07484	1.07468	1.07484	65	0	5
2023.01.11	15:30:00	1.07484	1.07492	1.07476	1.07482	54	0	5
2023.01.11	15:31:00	1.07483	1.07483	1.07467	1.07471	62	0	5
2023.01.11	15:32:00	1.07471	1.07485	1.07467	1.07476	41	0	5
2023.01.11	15:33:00	1.07474	1.07491	1.07474	1.07489	51	0	5
2023.01.11	15:34:00	1.07489	1.07494	1.07485	1.07487	84	0	5
2023.01.11	15:35:00	1.07488	1.07490	1.07433	1.07438	135	0	5
2023.01.11	15:36:00	1.07434	1.07452	1.07425	1.07451	126	0	5
2023.01.11	15:37:00	1.07454	1.07475	1.07448	1.07465	74	0	5
2023.01.11	15:38:00	1.07466	1.07468	1.07453	1.07460	68	0	5
2023.01.11	15:39:00	1.07460	1.07471	1.07452	1.07465	82	0	5
2023.01.11	15:40:00	1.07466	1.07492	1.07465	1.07492	76	0	5
2023.01.11	15:41:00	1.07493	1.07496	1.07483	1.07495	64	0	5
2023.01.11	15:42:00	1.07495	1.07497	1.07472	1.07489	94	0	5
2023.01.11	15:43:00	1.07490	1.07504	1.07489	1.07495	72	0	5
2023.01.11	15:44:00	1.07495	1.07518	1.07495	1.07517	76	0	5
2023.01.11	15:45:00	1.07518	1.07525	1.07491	1.07496	90	0	5
2023.01.11	15:46:00	1.07495	1.07495	1.07471	1.07490	73	0	5
2023.01.11	15:47:00	1.07491	1.07502	1.07482	1.07500	69	0	5
2023.01.11	15:48:00	1.07500	1.07506	1.07480	1.07490	67	0	5
2023.01.11	15:49:00	1.07489	1.07496	1.07479	1.07488	85	0	5
2023.01.11	15:50:00	1.07489	1.07490	1.07463	1.07472	83	0	5
2023.01.11	15:51:00	1.07471	1.07487	1.07468	1.07487	63	0	5
2023.01.11	15:52:00	1.07490	1.07498	1.07483	1.07489	79	0	5
2023.01.11	15:53:00	1.07488	1.07513	1.07484	1.07486	89	0	5
2023.01.11	15:54:00	1.07485	1.07501	1.07485	1.07495	88	0	5
2023.01.11	15:55:00	1.07493	1.07495	1.07476	1.07478	79	0	5
2023.01.11	15:56:00	1.07478	1.07525	1.07478	1.07516	106	0	5
2023.01.11	15:57:00	1.07515	1.07521	1.07491	1.07510	84	0	5
2023.01.11	15:58:00	1.07511	1.07511	1.07498	1.07502	58	0	5
2023.01.11	15:59:00	1.07502	1.07503	1.07479	1.07494	77	0	5
2023.01.11	16:00:00	1.07494	1.07496	1.07481	1.07492	97	0	5
2023.01.11	16:01:00	1.07492	1.07501	1.07478	1.07478	91	0	5
2023.01.11	16:02:00	1.07477	1.07494	1.07477	1.07486	83	0	5
2023.01.11	16:03:00	1.07486	1.07487	1.07469	1.07475	90	0	5
2023.01.11	16:04:00	1.07475	1.07482	1.07470	1.07482	93	0	5
2023.01.11	16:05:00	1.07481	1.07497	1.07479	1.07490	60	0	5
2023.01.11	16:06:00	1.07489	1.07494	1.07469	1.07486	56	0	5
2023.01.11	16:07:00	1.07486	1.07489	1.07468	1.07473	74	0	5
2023.01.11	16:08:00	1.07474	1.07517	1.07473	1.07489	88	0	5
2023.01.11	16:09:00	1.07490	1.07507	1.07478	1.07498	112	0	5
2023.01.11	16:10:00	1.07496	1.07510	1.07496	1.07502	86	0	5
2023.01.11	16:11:00	1.07500	1.07514	1.07486	1.07487	82	0	5
2023.01.11	16:12:00	1.07485	1.07486	1.07469	1.07477	94	0	5
2023.01.11	16:13:00	1.07475	1.07475	1.07448	1.07471	120	0	5
2023.01.11	16:14:00	1.07470	1.07504	1.07469	1.07492	74	0	5
2023.01.11	16:15:00	1.07492	1.07520	1.07488	1.07520	77	0	5
2023.01.11	16:16:00	1.07518	1.07555	1.07515	1.07544	101	0	5
2023.01.11	16:17:00	1.07548	1.07574	1.07524	1.07524	116	0	5
2023.01.11	16:18:00	1.07528	1.07540	1.07515	1.07515	93	0	5
2023.01.11	16:19:00	1.07515	1.07524	1.07494	1.07498	86	0	5
2023.01.11	16:20:00	1.07497	1.07525	1.07494	1.07522	58	0	5
2023.01.11	16:21:00	1.07522	1.07527	1.07501	1.07510	46	0	5
2023.01.11	16:22:00	1.07510	1.07510	1.07486	1.07505	74	0	5
2023.01.11	16:23:00	1.07505	1.07511	1.07497	1.07508	76	0	5
2023.01.11	16:24:00	1.07507	1.07550	1.07507	1.07541	78	0	5
2023.01.11	16:25:00	1.07542	1.07542	1.07517	1.07535	125	0	5
2023.01.11	16:26:00	1.07535	1.07550	1.07533	1.07550	114	0	5
2023.01.11	16:27:00	1.07550	1.07574	1.07549	1.07569	114	0	5
2023.01.11	16:28:00	1.07568	1.07643	1.07567	1.07629	131	0	5
2023.01.11	16:29:00	1.07635	1.07683	1.07629	1.07671	200	0	5
2023.01.11	16:30:00	1.07673	1.07685	1.07644	1.07645	149	0	5
2023.01.11	16:31:00	1.07645	1.07651	1.07628	1.07639	131	0	5
2023.01.11	16:32:00	1.07634	1.07650	1.07594	1.07595	121	0	5
2023.01.11	16:33:00	1.07595	1.07597	1.07547	1.07559	142	0	5
2023.01.11	16:34:00	1.07557	1.07576	1.07547	1.07548	140	0	5
2023.01.11	16:35:00	1.07550	1.07571	1.07549	1.07560	147	0	5
2023.01.11	16:36:00	1.07560	1.07581	1.07560	1.07567	126	0	5
2023.01.11	16:37:00	1.07565	1.07590	1.07547	1.07582	148	0	5
2023.01.11	16:38:00	1.07584	1.07630	1.07579	1.07580	192	0	5
2023.01.11	16:39:00	1.07578	1.07585	1.07559	1.07571	141	0	5
2023.01.11	16:40:00	1.07571	1.07592	1.07567	1.07591	136	0	5
2023.01.11	16:41:00	1.07591	1.07623	1.07577	1.07609	140	0	5
2023.01.11	16:42:00	1.07609	1.07627	1.07607	1.07622	94	0	5
2023.01.11	16:43:00	1.07622	1.07641	1.07616	1.07630	79	0	5
2023.01.11	16:44:00	1.07629	1.07641	1.07611	1.07611	121	0	5
2023.01.11	16:45:00	1.07611	1.07644	1.07611	1.07642	100	0	5
2023.01.11	16:46:00	1.07641	1.07655	1.07630	1.07640	117	0	5
2023.01.11	16:47:00	1.07640	1.07667	1.07639	1.07654	97	0	5
2023.01.11	16:48:00	1.07654	1.07719	1.07654	1.07710	111	0	5
2023.01.11	16:49:00	1.07710	1.07760	1.07704	1.07704	194	0	5
2023.01.11	16:50:00	1.07709	1.07720	1.07692	1.07700	142	0	5
2023.01.11	16:51:00	1.07703	1.07703	1.07678	1.07680	111	0	5
2023.01.11	16:52:00	1.07682	1.07695	1.07657	1.07690	128	0	5
2023.01.11	16:53:00	1.07693	1.07693	1.07650	1.07660	117	0	5
2023.01.11	16:54:00	1.07660	1.07705	1.07660	1.07697	127	0	5
2023.01.11	16:55:00	1.07696	1.07698	1.07676	1.07683	130	0	5
2023.01.11	16:56:00	1.07679	1.07698	1.07672	1.07673	98	0	5
2023.01.11	16:57:00	1.07668	1.07671	1.07650	1.07660	115	0	5
2023.01.11	16:58:00	1.07661	1.07691	1.07651	1.07688	162	0	5
2023.01.11	16:59:00	1.07688	1.07709	1.07675	1.07694	129	0	5
2023.01.11	17:00:00	1.07695	1.07715	1.07657	1.07715	197	0	5
2023.01.11	17:01:00	1.07715	1.07729	1.07709	1.07729	133	0	5
2023.01.11	17:02:00	1.07729	1.07746	1.07725	1.07731	127	0	5
2023.01.11	17:03:00	1.07730	1.07744	1.07716	1.07716	99	0	5
2023.01.11	17:04:00	1.07715	1.07718	1.07698	1.07704	135	0	5
2023.01.11	17:05:00	1.07701	1.07728	1.07701	1.07727	90	0	5
2023.01.11	17:06:00	1.07728	1.07733	1.07671	1.07671	139	0	5
2023.01.11	17:07:00	1.07670	1.07724	1.07669	1.07717	161	0	5
2023.01.11	17:08:00	1.07717	1.07732	1.07692	1.07692	128	0	5
2023.01.11	17:09:00	1.07691	1.07696	1.07652	1.07652	90	0	5
2023.01.11	17:10:00	1.07652	1.07677	1.07629	1.07630	133	0	5
2023.01.11	17:11:00	1.07628	1.07636	1.07599	1.07613	188	0	5
2023.01.11	17:12:00	1.07614	1.07624	1.07599	1.07620	155	0	5
